country,year,electricity,fiaccount,enrollment,gnipc,agemployment,indemployment,servicesemployment,lfp,lfpfemale,lfpmale,population,urbanpop
LIE,2004,100,NA,99.43,NA,NA,NA,NA,53.72,NA,NA,34300,14.8
LTU,2004,99.37,NA,98.37,7459.5,16.28,28.2,55.51,25.78,51.51,63.97,3377075,66.65
LUX,2004,100,NA,96.52,68823.57,1.96,18.85,79.19,28.01,45.44,64.95,458095,86.18
MDG,2004,15.33,NA,NA,367.65,80.26,4.72,15.02,NA,84.2,89.12,18250774,28.21
MWI,2004,6.9,NA,98.46,NA,73.37,6.94,19.69,80.3,78.16,83.71,12411342,14.96
MYS,2004,98.7,NA,99.38,4865.93,14.56,30.13,55.32,NA,43.68,77.49,25333247,65.69
MDV,2004,89.99,NA,99.7,NA,17.21,22.42,60.37,NA,37.25,69.14,302135,32.49
MLI,2004,16.44,NA,51.61,497.36,63.97,8.97,27.06,38.33,60.38,80.03,12751995,31.3
MLT,2004,100,NA,NA,NA,2.26,29.45,68.3,55.34,27.36,68.87,401268,93.41
MRT,2004,24.33,NA,74.23,1172.08,39.96,16.5,43.53,NA,27.95,63.04,2946575,41.23
MUS,2004,99.04,NA,94.39,NA,10.07,33.58,56.36,50.11,39.54,77.34,1221003,42.22
MEX,2004,98.6,NA,99.62,7250.35,15.83,25.1,59.07,46.96,40.14,80.35,103945813,76
MDA,2004,99.1,NA,96.63,1531.95,40.49,16.25,43.26,25.24,47.94,51.75,2896023,42.99
MNG,2004,74.83,NA,92.85,NA,41.56,13.24,45.21,47.32,55.87,64.39,2537949,61.44
MAR,2004,78.2,NA,86.76,1999.93,45.83,19.48,34.7,43.99,25.32,76.51,30033125,54.64
MOZ,2004,10.69,NA,70.24,303.57,79.99,3.61,16.4,NA,83.91,80.24,19694411,29.82
MMR,2004,46.17,NA,89.08,NA,57.26,15.25,27.49,NA,57.5,81.97,47338446,27.76
NAM,2004,38.67,NA,91.54,2867.22,29.97,14.83,55.2,30.66,49.18,61.94,1939406,35.67
NPL,2004,37.2,NA,80.52,568.93,72.93,11.39,15.68,NA,22.06,60.3,26003965,14.84
NLD,2004,100,NA,NA,35028.05,3.31,20.08,76.61,72,56.97,73.13,16281779,81.51
NZL,2004,100,NA,NA,26198.61,7.57,22.85,69.58,62.19,59.79,74.49,4087500,86.28
NIC,2004,75.15,NA,99.19,1279.31,30.31,18.37,51.32,NA,39.16,85.3,5386223,55.78
NER,2004,9.74,NA,41.32,416.07,78.81,7.6,13.59,NA,68.75,89.64,13366885,16.25
NGA,2004,46.08,NA,67.92,1873.83,45.56,11.79,42.65,36.49,56.93,63.57,136756848,38.21
NOR,2004,100,NA,99.35,52187.94,3.58,20.79,75.63,62.96,61.32,70.65,4591910,77.4
OMN,2004,99.98,NA,NA,9513.67,7.61,16.88,75.51,NA,24.79,76.92,2468855,71.83
PAK,2004,77,NA,64.21,975.18,43.07,20.31,36.62,43.58,17.75,81.75,170648620,33.78
PLW,2004,98.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,19907,70.38
PAN,2004,83.44,NA,98.59,NA,16.01,17.64,66.34,49.27,46.34,80.02,3243311,63.39
PNG,2004,13.76,NA,NA,NA,33.82,4.45,61.73,NA,62.47,64.48,6293166,13.13
PRY,2004,93.25,NA,96.2,3452.75,32.75,16.64,50.61,61.47,56.89,85.81,5416324,57.31
PER,2004,75.69,NA,99.25,2787.65,33.97,14.57,51.46,67.53,62.96,81.33,27893911,74.64
PHL,2004,87.6,NA,89.8,1989.93,35.64,15.92,48.45,43.77,46.55,76.46,84607501,45.8
POL,2004,99.85,NA,93.82,6687.29,17.61,29.04,53.35,35.14,47.52,62.24,38182222,61.56
PRT,2004,100,NA,NA,15472.7,12.3,31.06,56.64,42.64,54.29,69.51,10483861,56.91
QAT,2004,100,NA,95.57,NA,2.75,41.01,56.24,42.22,46.23,95.26,777943,97.09
ROU,2004,95.34,NA,98.93,3910.42,32.57,31.06,36.37,36.08,48.73,63.06,21451748,53.04
RUS,2004,97.98,NA,NA,5121.37,10,29.63,60.37,39.37,54.66,67.54,144067316,73.42
RWA,2004,8.7,NA,NA,333.11,86.55,3.26,10.19,NA,53.97,69.91,8791853,16.91
WSM,2004,90.51,NA,NA,NA,37.19,13.73,49.08,NA,41.23,66.88,188073,21.46
SMR,2004,100,NA,93.89,NA,NA,NA,NA,NA,NA,NA,29093,94.16
SAU,2004,100,NA,NA,12811.05,6.82,24.1,69.08,NA,17.56,76.36,23661808,80.75
SEN,2004,36.8,NA,63.69,914.81,43.29,15.64,41.07,NA,33.4,68,10698691,41.31
SRB,2004,99.65,NA,NA,NA,24.05,26.95,49,NA,45.28,63.78,7463157,53.66
SLE,2004,16.8,NA,NA,371.22,68.46,6.51,25.03,42.25,65.92,66.31,5533329,36.6
SGP,2004,100,NA,NA,NA,0.83,24.72,74.45,NA,52.98,77.69,4166664,100
SVK,2004,99.97,NA,82.3,8504.36,5.09,39.21,55.7,39.23,52.54,68.28,5372280,55.71
SVN,2004,100,NA,99.6,15117.38,9.78,36.35,53.87,40.42,52.83,65.49,1997012,51.31
SOM,2004,12.39,NA,NA,NA,37.32,16.36,46.32,NA,20.69,48.64,10117354,35.53
ZAF,2004,80.6,NA,94.33,4297.1,18.31,28.79,52.9,28.29,52.26,69.33,48556071,58.99
SSD,2004,NA,NA,NA,NA,63.79,15.43,20.79,NA,69.36,73.62,7317118,17.02
ESP,2004,100,NA,NA,21936.59,5.48,30.21,64.31,44.88,44.67,67.08,42921895,77.02
LKA,2004,76.52,NA,96.85,NA,34.96,24.42,40.62,44.28,35.36,74.85,19490431,18.32
SDN,2004,30.19,NA,NA,NA,49.26,14.83,35.91,NA,28.56,70.67,28831550,32.71
SUR,2004,94.96,NA,NA,NA,8.44,24.1,67.46,NA,36.21,62.37,510572,66.74
SWE,2004,100,NA,96.89,38112,2.48,22.37,75.15,48.55,58.48,66.49,8993531,84.26
CHE,2004,100,NA,NA,63076.11,3.89,22.3,73.81,67.06,59.1,75.96,7389625,73.45
SYR,2004,92.27,NA,98.99,NA,24.35,26.29,49.36,NA,17.7,76.75,18084007,53.42
TJK,2004,98.54,NA,98.12,833.69,55.71,17.99,26.3,54.92,31.58,59.17,6801204,26.51
TZA,2004,11.4,NA,86.22,534.15,76.88,4.26,18.86,NA,86.07,89.24,38360879,24.22
THA,2004,92.2,NA,NA,NA,39.29,22.21,38.5,52.21,65.27,81.99,65311166,36.17
TLS,2004,30.36,NA,NA,NA,53.72,7.09,39.19,NA,63.92,73.93,945989,25.71
TGO,2004,24.76,NA,92.1,483.42,54.18,7.42,38.4,NA,55.32,61.68,5565218,34.72
TUR,2004,99.71,NA,97.48,NA,29.1,24.89,46.01,37.78,23.12,69.64,67785075,67.23
TKM,2004,99.55,NA,NA,NA,35.21,26.48,38.3,NA,53.89,51.63,4819792,46.81
TCA,2004,95.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,22869,87.19
UGA,2004,11.57,NA,NA,428.6,72.16,6.63,21.21,NA,64.34,75.75,27146084,16.51
UKR,2004,99.38,NA,89.78,1376.26,20.91,24.17,54.92,NA,52.73,60.57,47451626,67.6
ARE,2004,100,NA,NA,54915.71,6.4,27.88,65.72,NA,36.68,91.41,3993339,81.87
GBR,2004,100,NA,99.41,36124.7,1.28,22.3,76.42,61.56,54.93,69.31,59987905,79.63
USA,2004,100,NA,NA,43575.08,1.75,22.14,76.11,61.14,58.08,71.75,292805298,79.76
URY,2004,97.96,NA,NA,8448.96,10.87,20.24,68.89,52.69,49.14,70.96,3313801,93.08
UZB,2004,99.47,NA,NA,NA,33.6,20.18,46.23,NA,47.32,74.73,25864350,48.05
VEN,2004,99.1,NA,93.53,NA,10.5,20.32,69.18,NA,47.6,80.71,26226927,87.93
VNM,2004,90.95,NA,NA,1024.38,57.89,17.35,24.75,56.14,67.61,75.5,82311227,26.68
YEM,2004,49.59,NA,74.81,NA,31.03,16.26,52.71,NA,15.35,69.32,20733406,28.39
ZMB,2004,20.3,NA,82.63,NA,70.8,6.82,22.39,NA,51.78,67.3,11188040,36.43
ZWE,2004,35.62,NA,NA,NA,72.44,10.44,17.13,74.13,60.87,71.09,12160881,34.29
DZA,2004,98.61,NA,95.08,2362.78,21.34,26.78,51.87,NA,12.97,71.55,32510186,63.06
AFG,2005,28.67,NA,NA,NA,61.82,10.9,27.29,NA,16.07,78.58,24411191,22.7
AGO,2005,29.45,NA,NA,1662.4,38.12,8.92,52.96,NA,75.67,78.88,19450959,56
ARG,2005,96.73,NA,99.35,7812.73,11.25,20.91,67.84,45.26,49.09,74.61,39070501,90.03
ARM,2005,99.8,NA,88.61,2231.87,40.89,17.86,41.25,NA,54.52,67.65,3047246,63.94
AUS,2005,100,NA,95.68,NA,3.58,21.13,75.29,70.81,56.96,72.07,20176844,84.58
AUT,2005,100,NA,87.84,34695.07,5.27,27.57,67.15,56.96,51.3,66.4,8227829,58.81
BHR,2005,100,NA,90.2,13411.64,1.35,30.93,67.73,NA,38.98,84.73,901921,88.42
BGD,2005,44.23,NA,97.24,759.81,48.08,14.52,37.41,NA,29.04,86.64,140912590,26.81
BRB,2005,99.87,NA,90.27,NA,2.38,17,80.62,NA,64.5,75.24,269477,32.84
BLR,2005,91.53,NA,90.16,2612.1,15.78,32.76,51.47,NA,55.06,66.52,9663915,72.35
BEL,2005,100,NA,95.99,32608.91,2.04,24.69,73.27,35.02,45.69,61.38,10478617,97.4
BLZ,2005,83.47,NA,95.03,3465.51,19.55,17.88,62.56,NA,41.85,79.75,280375,45.31
BEN,2005,26.1,NA,83.76,768.9,48.99,18.48,32.53,NA,66.7,77.14,8149419,40.54
BTN,2005,59.81,NA,70.23,1326.14,65.29,8.32,26.4,47.71,64.19,74.88,663323,30.97
BOL,2005,68.29,NA,96.42,1782.57,38.61,19.39,42,49.31,60.12,79.77,9377388,64.17
BIH,2005,99.09,NA,NA,2791.73,20.19,31.82,48,NA,30.8,56.58,4094297,43.97
BWA,2005,37.46,NA,87.81,2900.59,26.5,17.61,55.9,NA,51.71,66.15,1892807,55.94
BRA,2005,97.09,NA,96.08,6037.74,16.45,22.43,61.12,66.48,55.59,78.05,186797334,82.83
BGR,2005,90.64,NA,95.79,4105.58,8.94,34.24,56.82,27.87,44.42,55.45,7658972,70.58
BFA,2005,11.15,NA,45.97,429.87,81.54,5.23,13.23,NA,62.03,85.83,13876127,21.54
BDI,2005,3.21,NA,57.86,139.13,90.76,2.52,6.72,NA,81.85,79.11,7388874,9.38
CPV,2005,67,NA,96.12,NA,21.38,16.14,62.47,NA,45.97,74.01,492827,57.69
KHM,2005,20.5,NA,NA,565.68,62.11,13.23,24.67,NA,68.76,79.2,13246583,19.17
CMR,2005,47.22,NA,NA,965.43,61.98,10.72,27.3,NA,78.08,85.57,17275171,48.54
CAN,2005,100,NA,NA,33690.56,2.12,22.69,75.19,65.87,61.66,72.8,32243753,80.12
CAF,2005,7.43,NA,47.62,NA,74.83,6.88,18.29,NA,63.32,77.41,4208834,38.07
TCD,2005,4.75,NA,NA,NA,76.25,4.26,19.49,NA,56.97,76.6,10005012,21.8
CHL,2005,97.68,NA,NA,7212.99,12.72,23.22,64.06,36.2,40.16,71.84,16175311,86.78
CHN,2005,97.93,NA,NA,2606.09,44.8,23.8,31.4,NA,67.21,80.63,1303720000,42.52
COL,2005,96.8,NA,97.37,3376.56,20.71,20.04,59.25,52.41,52.02,80.46,42220940,76.02
COM,2005,50.96,NA,NA,1056.25,54.22,14.65,31.12,NA,32.6,51.37,592683,27.88
COD,2005,6,NA,NA,208.57,71.87,8.21,19.92,45.26,71.23,73.84,56550247,37.48
COG,2005,33.8,NA,51.82,479.17,39.97,23.41,36.62,42.5,66.83,69.05,3672839,60.99
CRI,2005,99.05,NA,NA,7392.69,15.25,21.63,63.12,49.04,44.53,79.65,4315887,65.67
CIV,2005,58.9,NA,NA,NA,50.12,11.23,38.65,NA,50.89,78.78,18970215,45.23
HRV,2005,99.88,NA,98.94,9399.05,17.3,28.63,54.07,38.14,42.56,57.44,4310145,54.32
CUB,2005,96.77,NA,97.16,4475.78,20.25,19.11,60.64,NA,38.95,67.88,11246114,76.13
CZE,2005,99.95,NA,NA,11449.3,3.98,39.49,56.54,33.86,50.64,68.68,10211216,73.6
DNK,2005,100,NA,96.15,41719.89,3.18,23.89,72.93,68.14,60.39,71.1,5419432,85.86
DJI,2005,56.75,NA,NA,NA,2.16,4.8,93.03,NA,16.22,53.74,830861,76.76
DMA,2005,86.02,NA,87.92,NA,NA,NA,NA,NA,NA,NA,68674,66.6
DOM,2005,90.14,NA,86.02,4156.07,13.68,22.58,63.74,41.17,39.55,73.32,9164768,67.37
ECU,2005,95.83,NA,97.9,3453.44,30.34,17.59,52.06,52.48,51.89,82.32,13770012,61.71
EGY,2005,99.4,NA,92.4,2254.55,30.94,21.51,47.55,36.27,20.47,71.26,79075310,43.03
SLV,2005,87.53,NA,96.57,2980.61,19.99,22.21,57.8,NA,45.22,78.56,6037817,61.65
GNQ,2005,64.99,NA,NA,-472.39,55.58,15.27,29.14,NA,50.55,62.06,864726,57.74
ERI,2005,34.5,NA,83.66,NA,63.88,8.74,27.38,NA,71.77,83.21,2831732,31.1
EST,2005,99.95,NA,NA,10909.91,5.19,34.07,60.73,35.82,53.53,64.69,1354775,68.74
SWZ,2005,34.22,NA,NA,2628.6,17.55,24.86,57.59,NA,46.17,58.71,1071886,22.04
ETH,2005,14,NA,61.19,NA,78.12,7.36,14.52,75.53,74.53,89.59,77469940,15.7
EMU,2005,99.99,NA,98.39,27341.05,4.47,27.92,67.61,42.81,48,65.11,329398861,74.13
FJI,2005,81.57,NA,NA,NA,28.25,20.85,50.9,36.85,34.85,78.05,874923,49.87
FIN,2005,100,NA,97.35,35842.13,4.83,25.81,69.37,50.67,56.79,64.9,5246096,82.91
FRA,2005,100,NA,99.23,29741.44,3.64,23.78,72.59,34.06,50.45,62.56,63188395,77.13
GAB,2005,81.6,NA,NA,3169.55,38.34,10.2,51.46,NA,39.02,59.76,1458353,82.45
GMB,2005,30.46,NA,63.87,500.72,54.03,6.2,39.77,NA,48.32,69.16,1660368,52.02
GEO,2005,97.94,NA,93.92,NA,54.34,9.29,36.37,33.81,56.02,73.72,3902469,53.61
DEU,2005,100,NA,87.07,29472.67,2.37,29.84,67.79,49.63,51.15,66.22,82469422,75.98
GHA,2005,41.25,NA,70.61,NA,54.67,14.36,30.97,NA,70.22,75.66,22496951,47.31
GRC,2005,100,NA,95.95,NA,12.16,22.39,65.45,33.42,42.46,64.37,10987314,74.45
GRD,2005,87.52,NA,96.52,NA,NA,NA,NA,NA,NA,NA,110254,35.9
GTM,2005,78.31,NA,92.28,2781.18,34.71,21.44,43.85,NA,41.98,84.28,12948292,46.91
GIN,2005,20.2,NA,63.6,NA,68.39,5.53,26.08,NA,59.26,66.01,9140114,32.26
GNB,2005,5.22,NA,NA,395.33,60.34,9.81,29.84,NA,48.39,65.62,1379713,38.16
GUY,2005,77.5,NA,NA,NA,22.57,24.39,53.04,NA,35.83,77.19,759709,27.82
HTI,2005,34.53,NA,NA,1248.36,50.35,10.55,39.1,36.07,58.4,69.41,9111900,42.64
HND,2005,68.9,NA,86.31,1698.71,33.11,23.51,43.38,52.71,41.33,81.85,7564613,48.59
HUN,2005,99.93,NA,96.36,8988.64,4.87,32.48,62.66,27.07,42.99,58.32,10087065,66.37
IND,2005,68.84,NA,NA,805.75,56,18.8,25.2,42.1,30.14,77.77,1154638713,29.24
IDN,2005,84.78,NA,93.25,-668.4,43.99,18.76,37.24,47.61,46.01,82.85,228805144,45.94
IRN,2005,98.4,NA,95.33,4760.34,20.85,32.05,47.1,34.64,18.67,71.44,70182594,67.56
IRQ,2005,97.42,NA,NA,NA,26.99,20.07,52.94,NA,11.49,73.67,28698684,68.77
IRL,2005,100,NA,99.74,33935.16,5.91,27.6,66.49,53.28,54.55,75.87,4159914,60.48
ISR,2005,100,NA,97.55,23268.31,2.01,21.4,76.59,55.77,55.27,68.67,6930100,91.52
ITA,2005,100,NA,99.17,28122.14,4.2,30.68,65.12,33.85,38.07,61.09,57969484,67.74
JAM,2005,87.96,NA,NA,NA,18.11,17.77,64.12,NA,56.31,74.19,2676863,52.81
JPN,2005,100,NA,NA,26383.95,4.33,28.56,67.12,44.52,48.33,73.27,127773000,85.98
JOR,2005,99.03,NA,93.65,NA,3.97,25.45,70.58,NA,11.48,63.16,5678534,79.49
KAZ,2005,100,NA,99.67,3421.19,32.41,18.01,49.59,NA,64.63,75,15147029,56.46
KEN,2005,24.52,NA,70.21,895.86,43.51,12.52,43.97,39.41,70.77,75.52,35843010,21.68
KIR,2005,69.68,NA,NA,NA,NA,NA,NA,17.16,NA,NA,98164,43.55
PRK,2005,NA,NA,NA,NA,49.47,15.04,35.49,NA,69.17,80.13,24100982,59.81
KOR,2005,100,NA,99.68,17694.1,7.86,26.45,65.69,31.33,50.65,74.7,48184561,81.35
XKX,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705780,NA
KWT,2005,100,NA,92.71,NA,2.64,22.47,74.89,36.98,46.1,82.24,2235403,100
KGZ,2005,99.44,NA,95.55,741.87,38.5,17.58,43.92,NA,54.04,76.09,5162600,35.29
LAO,2005,57.2,NA,81.11,848.74,77.49,6.19,16.32,NA,58.79,66.63,5852970,27.19
LVA,2005,99.67,NA,NA,7845.64,12.05,26.48,61.47,38.01,50.69,65.61,2238799,68
LBN,2005,99.18,NA,NA,5320.58,4.9,23.3,71.79,NA,20.55,68.03,4643044,86.63
LSO,2005,9.62,NA,84.08,NA,37.84,28.62,33.54,NA,63.14,76.88,1977424,22.25
LBR,2005,NA,NA,NA,NA,51.93,10.82,37.25,NA,71.82,82.91,3266318,46.05
LBY,2005,90.11,NA,NA,NA,19.51,22.2,58.29,NA,33.34,61.72,5837986,77.08
LIE,2005,100,NA,94.14,NA,NA,NA,NA,53.84,NA,NA,34603,14.74
LTU,2005,99.36,NA,98.65,8327.6,14.27,29.06,56.67,25.18,50.8,62.92,3322528,66.64
LUX,2005,100,NA,97.76,71200.64,1.74,17.3,80.97,28.83,46.37,65.1,465158,86.6
MDG,2005,16.03,NA,NA,360.68,81.96,3.41,14.62,73.34,84.19,89.04,18792171,28.81
MWI,2005,6.62,NA,98.46,NA,72.82,6.94,20.23,68.63,78.16,83.73,12755648,15.05
MYS,2005,98.74,NA,99.59,4830.03,14.64,29.73,55.63,NA,43.64,77.2,25923536,66.59
MDV,2005,90.85,NA,97.66,NA,17.49,20.52,61.99,NA,37.25,68.59,307018,33.75
MLI,2005,18.16,NA,56.65,508.33,63.74,9.11,27.15,NA,60.37,80.06,13180551,32.06
MLT,2005,100,NA,NA,NA,2.1,29.85,68.06,53.61,29.42,67.51,403834,93.65
MRT,2005,18.2,NA,72.93,1238.78,39,16.77,44.23,NA,27.87,62.81,3012360,42.11
MUS,2005,99,NA,96.02,NA,10.02,32.44,57.54,48.66,40.93,76.76,1228254,42.11
MEX,2005,98.93,NA,99.62,7195.59,14.92,25.94,59.15,47.89,41.19,80.76,105442402,76.31
MDA,2005,98.6,NA,93.37,1663.48,40.65,16.02,43.34,24.02,47.52,50.21,2888985,42.78
MNG,2005,86.2,NA,93.29,NA,42.03,12.35,45.63,45.54,55.79,64.43,2559255,62.49
MAR,2005,78.64,NA,87.57,2026.49,45.48,19.51,35.01,42.56,25.57,76.18,30431902,55.17
MOZ,2005,11.85,NA,75.39,323.37,79.48,3.84,16.69,NA,83.42,80.21,20211114,30
MMR,2005,47.25,NA,88.83,NA,56.25,15.8,27.95,NA,56.42,81.65,47724471,27.95
NAM,2005,39.58,NA,91.71,2821.76,30.45,14.35,55.2,NA,49.67,62,1962865,36.63
NPL,2005,46.08,NA,NA,581.83,72.6,11.26,16.15,NA,22.18,60.09,26285110,15.15
NLD,2005,100,NA,NA,35047.38,3.7,21.04,75.26,67.32,55.64,71.5,16319868,82.63
NZL,2005,100,NA,NA,26225.65,7.16,22.19,70.65,62.36,60.79,75.03,4133900,86.34
NIC,2005,73.82,NA,99.38,1329.27,28.89,19.68,51.43,NA,40.03,85.11,5454678,55.94
NER,2005,7.1,NA,41.32,430.78,78.48,7.51,14,55.72,68.72,89.71,13855221,16.24
NGA,2005,46.82,NA,68.37,1967.24,44.87,11.46,43.67,NA,56.93,63.57,140490722,39.07
NOR,2005,100,NA,98.51,57003.68,3.3,20.85,75.85,60.31,60.89,70.54,4623291,77.68
OMN,2005,99.95,NA,NA,8884.28,7.94,18.93,73.14,NA,24.95,76.92,2515192,72.4
PAK,2005,78.06,NA,66.94,1005.93,43.07,20.31,36.62,NA,18.32,80.57,174372098,33.98
PLW,2005,98.92,NA,NA,NA,NA,NA,NA,31.5,NA,NA,19831,71.15
PAN,2005,84.12,NA,98.16,NA,15.68,17.18,67.14,48.92,47.1,79.56,3305868,63.68
PNG,2005,14.12,NA,NA,NA,32.58,4.89,62.53,NA,60.08,62.01,6498818,13.11
PRY,2005,94.69,NA,96.56,3390.6,32.02,15.78,52.2,58.78,55.67,84.86,5476878,57.63
PER,2005,77.17,NA,99.26,2933.57,33.84,14.43,51.73,62.97,64.36,82,28147267,75.03
PHL,2005,79.83,NA,88.98,2051.25,35.15,15.89,48.97,43.38,47.29,75.84,86261250,45.71
POL,2005,99.81,NA,93.2,7106.22,17.38,29.25,53.37,35.69,47.83,63.13,38165445,61.45
PRT,2005,100,NA,99.27,15514.76,12.05,30.39,57.56,42.12,55.3,69.13,10503330,57.52
QAT,2005,100,NA,98.63,NA,2.87,41.18,55.96,NA,47,95.12,848710,97.4
ROU,2005,95.59,NA,98.72,4358.85,32.29,30.45,37.25,31.24,46.9,61.58,21319685,53.17
RUS,2005,98.03,NA,NA,5692.4,10.14,29.26,60.6,39.2,55.06,67.76,143518814,73.46
RWA,2005,4.8,NA,NA,361.94,85.48,3.57,10.95,NA,54.08,69.44,9026299,16.91
WSM,2005,91.14,NA,NA,NA,36.25,13.99,49.76,NA,41.13,66.74,188626,21.22
SMR,2005,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,29508,94.45
SAU,2005,100,NA,NA,14486.11,6.74,23.98,69.28,NA,18.17,76.05,24397644,80.98
SEN,2005,47.1,NA,64.73,948.22,41.65,16.54,41.82,NA,33.45,67.83,10974057,41.71
SRB,2005,99.69,NA,99.7,NA,23.32,27.58,49.1,NA,44.9,63.42,7440769,53.88
SLE,2005,11.33,NA,NA,385.28,68.46,6.13,25.41,NA,65,65.48,5683334,36.92
SGP,2005,100,NA,NA,NA,1.07,22.53,76.4,NA,53.73,77.75,4265762,100
SVK,2005,99.93,NA,83.07,9412.29,4.75,38.82,56.43,36.58,51.29,68.35,5372807,55.56
SVN,2005,100,NA,99.85,15524.4,9.11,37.06,53.83,40.56,52.89,65.98,2000474,51.53
SOM,2005,14.98,NA,NA,NA,37.06,16.37,46.57,NA,20.68,48.64,10467292,36.31
ZAF,2005,80.8,NA,94.49,4560.79,17.9,28.41,53.69,29.1,52.4,68.74,49017147,59.54
SSD,2005,NA,NA,NA,NA,63.4,15.55,21.05,NA,69.4,73.46,7662654,17.15
ESP,2005,100,NA,NA,22271.03,5.3,29.57,65.13,47.92,46.1,67.92,43653155,77.26
LKA,2005,78.07,NA,97.19,NA,32.96,27.43,39.61,41.77,35.12,74.74,19673866,18.3
SDN,2005,30.48,NA,NA,NA,48.64,14.95,36.4,NA,28.51,70.55,29540577,32.76
SUR,2005,94.86,NA,82.56,NA,8.27,24.09,67.64,NA,36.94,62.79,516220,66.68
SWE,2005,100,NA,95.39,39172.83,2.32,22.04,75.64,49.89,58.79,67.1,9029572,84.32
CHE,2005,100,NA,NA,65922.2,3.9,22.46,73.64,65.66,59.33,75.08,7437115,73.48
SYR,2005,92.01,NA,99.19,NA,21.98,26.96,51.06,NA,16.5,76.43,18583557,53.78
TJK,2005,99.3,NA,98.31,898.71,55.37,17.17,27.46,NA,31.01,58.61,6929145,26.51
TZA,2005,13.8,NA,90.97,573.44,74.51,4.84,20.65,NA,86.61,89.44,39439505,24.85
THA,2005,92.83,NA,NA,NA,38.68,22.38,38.94,51.64,66.29,81.5,65821360,37.41
TLS,2005,33.5,NA,NA,NA,52.94,7.14,39.92,NA,63.87,73.91,969313,26.04
TGO,2005,26.5,NA,92.44,408.22,54.74,8.49,36.77,NA,55.34,61.61,5711597,35.19
TUR,2005,99.68,NA,97.79,NA,25.68,26.34,47.98,37.73,23.08,69.93,68704715,67.84
TKM,2005,99.54,NA,NA,NA,34.44,26.66,38.9,NA,52.97,50.84,4885775,47.05
TCA,2005,95.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,23995,87.75
UGA,2005,8.9,NA,NA,449.32,75.3,5.68,19.02,NA,64.52,75.63,27946588,16.96
UKR,2005,99.89,NA,89.97,1518.19,20.54,24.44,55.03,NA,52.68,60.12,47105171,67.79
ARE,2005,100,NA,NA,54279.4,5.97,27.61,66.42,49.8,37.47,91.66,4280993,82.26
GBR,2005,100,NA,100,37003.33,1.38,22.22,76.41,62.22,55.4,69.6,60401206,79.92
USA,2005,100,NA,99.43,44668.23,1.69,22.01,76.3,60.78,58.2,71.76,295516599,79.93
URY,2005,98.05,NA,97.56,9055.99,10.37,20.58,69.06,53.06,49.92,70.18,3317665,93.32
UZB,2005,99.45,NA,NA,NA,32.44,20.43,47.13,NA,46.71,74.44,26167000,48.54
VEN,2005,98.78,NA,92.21,NA,10.29,20.65,69.07,46.27,49.45,79.48,26668785,87.95
VNM,2005,96.1,NA,91.37,1096.74,54.82,18.76,26.42,NA,68.59,76.51,83142095,27.28
YEM,2005,54.85,NA,76.96,NA,29.73,16.84,53.43,NA,14.3,69.13,21320671,28.94
ZMB,2005,23.28,NA,90.97,NA,70.84,7.14,22.02,68.6,51.73,67.35,11564870,36.91
ZWE,2005,36.12,NA,NA,NA,72.81,10.28,16.91,NA,60.9,71.08,12224753,34.11
DZA,2005,98.61,NA,95.4,2557.12,19.44,27.56,53,NA,13.13,70.85,32956690,63.83
AFG,2006,33.54,NA,NA,NA,61.02,11.41,27.58,NA,15.88,78.61,25442944,22.91
AGO,2006,30.52,NA,NA,1896.41,40.2,8.62,51.18,NA,75.65,78.93,20162340,56.76
ARG,2006,96.96,NA,99.52,9362.37,10.76,21.35,67.89,45.5,49.74,74.52,39476851,90.2
ARM,2006,99.11,NA,92.22,2575.87,39.27,18.67,42.06,NA,54.37,67.49,3026486,63.84
AUS,2006,100,NA,95.78,NA,3.41,21.28,75.31,70.8,57.51,72.23,20450966,84.7
AUT,2006,100,NA,88.25,36001.57,5.24,28.16,66.59,56.83,51.98,66.73,8268641,58.53
BHR,2006,100,NA,91.89,14133.31,1.29,32.13,66.58,NA,39.77,84.72,970981,88.45
BGD,2006,50.53,NA,96.74,810.22,48.08,14.52,37.4,46.62,29.13,86.61,142628831,27.52
BRB,2006,100,NA,92.07,NA,3.61,16.5,79.89,NA,62.78,73.59,270425,32.65
BLR,2006,92.06,NA,90.17,3004.64,15.1,32.71,52.18,NA,55.39,66.84,9604924,72.82
BEL,2006,100,NA,96.31,33017.9,1.95,24.69,73.35,34.7,45.82,60.85,10547958,97.45
BLZ,2006,90.99,NA,95.68,3440.19,19.26,17.54,63.21,NA,42.45,79.7,288729,45.3
BEN,2006,27.9,NA,86.81,774.35,48.42,18.44,33.14,NA,67.17,76.66,8402631,41.05
BTN,2006,59.67,NA,74.31,1349.86,62.8,7.55,29.65,40.6,64.58,74.43,673260,31.71
BOL,2006,76.21,NA,96.44,1870.27,39.5,17.46,43.04,54.78,63.38,81.99,9542663,64.63
BIH,2006,99.39,NA,NA,3041.4,20.54,30.76,48.7,33.09,31.09,56.62,4058086,44.28
